plant_id,plant_name,month,net_gen_mwh,year,county,state,hours_in_month,plant_capacity_mw,max_gen_plant_mwh,cf_plant,max_gen_portfolio_mwh,cf_portfolio
58242,Pattern Panhandle Wind LLC,9,61991.0,2019,Carson,TX,720,218.0,156960.0,0.39494775739041793,288000,0.21524652777777778
58720,Pattern Panhandle Wind 2 LLC,9,55135.567,2019,Carson,TX,720,181.7,130823.99999999999,0.42144841160643315,288000,0.19144294097222223
58242,Pattern Panhandle Wind LLC,10,60075.0,2019,Carson,TX,744,218.0,162192.0,0.37039434744007105,297600,0.20186491935483872
58720,Pattern Panhandle Wind 2 LLC,10,63063.387,2019,Carson,TX,744,181.7,135184.8,0.46649761659594874,297600,0.21190654233870967
58242,Pattern Panhandle Wind LLC,11,41397.0,2019,Carson,TX,720,218.0,156960.0,0.26374235474006114,288000,0.14373958333333334
58720,Pattern Panhandle Wind 2 LLC,11,58503.823,2019,Carson,TX,720,181.7,130823.99999999999,0.4471948801443161,288000,0.20313827430555553
58242,Pattern Panhandle Wind LLC,12,53011.0,2019,Carson,TX,744,218.0,162192.0,0.32684102791752984,297600,0.17812836021505377
58720,Pattern Panhandle Wind 2 LLC,12,60220.836,2019,Carson,TX,744,181.7,135184.8,0.4454704670939337,297600,0.20235495967741937
58242,Pattern Panhandle Wind LLC,1,41227.0,2020,Carson,TX,744,218.0,162192.0,0.2541863963697346,297600,0.13853158602150537
58720,Pattern Panhandle Wind 2 LLC,1,59451.53,2020,Carson,TX,744,181.7,135184.8,0.43977969416679985,297600,0.1997699260752688
58242,Pattern Panhandle Wind LLC,2,51784.0,2020,Carson,TX,696,218.0,151728.0,0.3412949488558473,278400,0.18600574712643678
58720,Pattern Panhandle Wind 2 LLC,2,57554.592,2020,Carson,TX,696,181.7,126463.2,0.4551094073216556,278400,0.20673344827586207
58242,Pattern Panhandle Wind LLC,3,64219.0,2020,Carson,TX,744,218.0,162192.0,0.3959443129130907,297600,0.2157896505376344
58720,Pattern Panhandle Wind 2 LLC,3,57295.761,2020,Carson,TX,744,181.7,135184.8,0.42383286434569567,297600,0.19252607862903226
58242,Pattern Panhandle Wind LLC,4,67577.0,2020,Carson,TX,720,218.0,156960.0,0.4305364424057085,288000,0.23464236111111111
58720,Pattern Panhandle Wind 2 LLC,4,57686.724,2020,Carson,TX,720,181.7,130823.99999999999,0.4409490919097414,288000,0.200301125
58242,Pattern Panhandle Wind LLC,5,62478.0,2020,Carson,TX,744,218.0,162192.0,0.38521012133767385,297600,0.20993951612903225
58720,Pattern Panhandle Wind 2 LLC,5,60134.557,2020,Carson,TX,744,181.7,135184.8,0.44483223705623715,297600,0.2020650436827957
58242,Pattern Panhandle Wind LLC,6,68536.0,2020,Carson,TX,720,218.0,156960.0,0.43664627930682975,288000,0.23797222222222222
58720,Pattern Panhandle Wind 2 LLC,6,63283.652,2020,Carson,TX,720,181.7,130823.99999999999,0.4837312113985202,288000,0.2197349027777778
58242,Pattern Panhandle Wind LLC,7,49413.0,2020,Carson,TX,744,218.0,162192.0,0.30465744303048237,297600,0.1660383064516129
58720,Pattern Panhandle Wind 2 LLC,7,52089.752,2020,Carson,TX,744,181.7,135184.8,0.3853225510560359,297600,0.1750327688172043
58242,Pattern Panhandle Wind LLC,8,60665.0,2020,Carson,TX,744,218.0,162192.0,0.3740320114432278,297600,0.20384744623655915
58720,Pattern Panhandle Wind 2 LLC,8,47822.488,2020,Carson,TX,744,181.7,135184.8,0.3537563986483688,297600,0.1606938440860215
58242,Pattern Panhandle Wind LLC,9,35633.0,2020,Carson,TX,720,218.0,156960.0,0.22701962283384303,288000,0.12372569444444445
58720,Pattern Panhandle Wind 2 LLC,9,38903.028,2020,Carson,TX,720,181.7,130823.99999999999,0.2973691983122363,288000,0.13507995833333333
58242,Pattern Panhandle Wind LLC,10,34720.0,2020,Carson,TX,744,218.0,162192.0,0.21406727828746178,297600,0.11666666666666667
58720,Pattern Panhandle Wind 2 LLC,10,54839.54,2020,Carson,TX,744,181.7,135184.8,0.4056635065480735,297600,0.18427264784946237
58242,Pattern Panhandle Wind LLC,11,38526.0,2020,Carson,TX,720,218.0,156960.0,0.24545107033639144,288000,0.13377083333333334
58720,Pattern Panhandle Wind 2 LLC,11,55634.614,2020,Carson,TX,720,181.7,130823.99999999999,0.42526305570843276,288000,0.19317574305555557
58242,Pattern Panhandle Wind LLC,12,49300.0,2020,Carson,TX,744,218.0,162192.0,0.3039607378908947,297600,0.16565860215053763
58720,Pattern Panhandle Wind 2 LLC,12,59254.762,2020,Carson,TX,744,181.7,135184.8,0.43832414590989527,297600,0.1991087432795699
58242,Pattern Panhandle Wind LLC,1,48000.0,2021,Carson,TX,744,218.0,162192.0,0.2959455460195324,297600,0.16129032258064516
58720,Pattern Panhandle Wind 2 LLC,1,53338.593,2021,Carson,TX,744,181.7,135184.8,0.3945605792958972,297600,0.17922914314516128
58242,Pattern Panhandle Wind LLC,2,34941.0,2021,Carson,TX,672,218.0,146496.0,0.23851163171690695,268800,0.12998883928571428
58720,Pattern Panhandle Wind 2 LLC,2,42428.612,2021,Carson,TX,672,181.7,122102.4,0.34748384962130147,268800,0.15784453869047618
58242,Pattern Panhandle Wind LLC,3,47789.0,2021,Carson,TX,744,218.0,162192.0,0.29464461872348824,297600,0.16058131720430108
58720,Pattern Panhandle Wind 2 LLC,3,72789.911,2021,Carson,TX,744,181.7,135184.8,0.5384474511927376,297600,0.24458975470430105
58242,Pattern Panhandle Wind LLC,4,42971.0,2021,Carson,TX,720,218.0,156960.0,0.2737703873598369,288000,0.14920486111111111
58720,Pattern Panhandle Wind 2 LLC,4,63140.44,2021,Carson,TX,720,181.7,130823.99999999999,0.48263651929309614,288000,0.2192376388888889
58242,Pattern Panhandle Wind LLC,5,70137.0,2021,Carson,TX,744,218.0,162192.0,0.43243193252441553,297600,0.23567540322580646
58720,Pattern Panhandle Wind 2 LLC,5,63397.352,2021,Carson,TX,744,181.7,135184.8,0.4689680496623881,297600,0.2130287365591398
58242,Pattern Panhandle Wind LLC,6,52106.0,2021,Carson,TX,720,218.0,156960.0,0.3319699286442406,288000,0.1809236111111111
58720,Pattern Panhandle Wind 2 LLC,6,47599.238,2021,Carson,TX,720,181.7,130823.99999999999,0.36384178743961354,288000,0.16527513194444443
58242,Pattern Panhandle Wind LLC,7,39091.0,2021,Carson,TX,744,218.0,162192.0,0.24101681957186544,297600,0.13135416666666666
58720,Pattern Panhandle Wind 2 LLC,7,36467.371,2021,Carson,TX,744,181.7,135184.8,0.26975940342405363,297600,0.12253820900537635
58242,Pattern Panhandle Wind LLC,8,54249.0,2021,Carson,TX,744,218.0,162192.0,0.3344739567919503,297600,0.1822883064516129
58720,Pattern Panhandle Wind 2 LLC,8,47704.371,2021,Carson,TX,744,181.7,135184.8,0.35288265396701407,297600,0.16029694556451612
58242,Pattern Panhandle Wind LLC,9,64508.0,2021,Carson,TX,720,218.0,156960.0,0.4109836901121305,288000,0.2239861111111111
58720,Pattern Panhandle Wind 2 LLC,9,45230.298,2021,Carson,TX,720,181.7,130823.99999999999,0.34573394789946804,288000,0.15704964583333333
58242,Pattern Panhandle Wind LLC,10,62283.0,2021,Carson,TX,744,218.0,162192.0,0.3840078425569695,297600,0.2092842741935484
58720,Pattern Panhandle Wind 2 LLC,10,56330.888,2021,Carson,TX,744,181.7,135184.8,0.41669542729656,297600,0.18928389784946237
58242,Pattern Panhandle Wind LLC,11,34403.0,2021,Carson,TX,720,218.0,156960.0,0.21918323139653414,288000,0.11945486111111112
58720,Pattern Panhandle Wind 2 LLC,11,54984.213,2021,Carson,TX,720,181.7,130823.99999999999,0.4202914832140892,288000,0.19091740625
58242,Pattern Panhandle Wind LLC,12,72656.0,2021,Carson,TX,744,218.0,162192.0,0.4479629081582322,297600,0.24413978494623656
58720,Pattern Panhandle Wind 2 LLC,12,62448.713,2021,Carson,TX,744,181.7,135184.8,0.46195070007870714,297600,0.2098411055107527
58242,Pattern Panhandle Wind LLC,1,68425.0,2022,Carson,TX,744,218.0,162192.0,0.4218765413830522,297600,0.22992271505376344
58720,Pattern Panhandle Wind 2 LLC,1,59816.34,2022,Carson,TX,744,181.7,135184.8,0.4424782963765157,297600,0.20099576612903225
58242,Pattern Panhandle Wind LLC,2,66996.0,2022,Carson,TX,672,218.0,146496.0,0.45732306684141544,268800,0.24924107142857144
58720,Pattern Panhandle Wind 2 LLC,2,59408.025,2022,Carson,TX,672,181.7,122102.4,0.4865426478103625,268800,0.22101199776785715
58242,Pattern Panhandle Wind LLC,3,72910.0,2022,Carson,TX,744,218.0,162192.0,0.44952895333925225,297600,0.24499327956989247
58720,Pattern Panhandle Wind 2 LLC,3,76266.557,2022,Carson,TX,744,181.7,135184.8,0.5641651798131151,297600,0.25627203293010753
58242,Pattern Panhandle Wind LLC,4,70645.0,2022,Carson,TX,720,218.0,156960.0,0.45008282364933744,288000,0.24529513888888888
58720,Pattern Panhandle Wind 2 LLC,4,81872.454,2022,Carson,TX,720,181.7,130823.99999999999,0.6258213630526509,288000,0.28427935416666666
58242,Pattern Panhandle Wind LLC,5,77573.0,2022,Carson,TX,744,218.0,162192.0,0.47827883002860805,297600,0.2606619623655914
58720,Pattern Panhandle Wind 2 LLC,5,84927.235,2022,Carson,TX,744,181.7,135184.8,0.628230651670898,297600,0.2853737735215054
58242,Pattern Panhandle Wind LLC,6,64007.0,2022,Carson,TX,720,218.0,156960.0,0.40779179408766564,288000,0.22224652777777779
58720,Pattern Panhandle Wind 2 LLC,6,66270.586,2022,Carson,TX,720,181.7,130823.99999999999,0.5065629089463707,288000,0.23010620138888888
58242,Pattern Panhandle Wind LLC,7,44111.0,2022,Carson,TX,744,218.0,162192.0,0.2719677912597415,297600,0.14822244623655914
58720,Pattern Panhandle Wind 2 LLC,7,59747.454,2022,Carson,TX,744,181.7,135184.8,0.4419687272533599,297600,0.2007642943548387
58242,Pattern Panhandle Wind LLC,8,32508.0,2022,Carson,TX,744,218.0,162192.0,0.20042912104172833,297600,0.10923387096774194
